0.000	500.000	152.000	2.000	297.000
1.000	501.000	152.000	2.000	296.000
2.000	55.000	0.000	1.000	0.000
3.000	77.000	0.000	1.000	0.000
4.000	99.000	0.000	1.000	0.000
5.000	121.000	0.000	1.000	0.000
6.000	143.000	0.000	1.000	0.000
7.000	165.000	0.000	1.000	0.000
8.000	187.000	0.000	1.000	0.000
9.000	209.000	1.000	1.000	0.000
10.000	231.000	1.000	1.000	0.000
11.000	230.000	2.000	1.000	70.000
12.000	224.000	2.000	1.000	106.000
13.000	222.000	2.000	1.000	106.000
14.000	220.000	2.000	1.000	106.000
15.000	218.000	2.000	1.000	106.000
16.000	218.000	2.000	1.000	100.000
17.000	218.000	2.000	1.000	100.000
18.000	218.000	2.000	1.000	100.000
19.000	218.000	2.000	1.000	100.000
20.000	218.000	2.000	1.000	100.000
21.000	218.000	2.000	1.000	100.000
22.000	218.000	2.000	1.000	100.000
23.000	218.000	2.000	1.000	100.000
24.000	218.000	2.000	1.000	100.000
25.000	218.000	2.000	1.000	100.000
26.000	218.000	2.000	1.000	100.000
27.000	218.000	2.000	1.000	100.000
28.000	218.000	2.000	1.000	100.000
29.000	218.000	2.000	1.000	100.000
30.000	218.000	2.000	1.000	100.000
31.000	218.000	2.000	1.000	100.000
32.000	218.000	2.000	1.000	100.000
33.000	218.000	2.000	1.000	100.000
34.000	218.000	2.000	1.000	100.000
35.000	218.000	2.000	1.000	100.000
36.000	218.000	2.000	1.000	100.000
37.000	218.000	2.000	1.000	100.000
38.000	218.000	2.000	1.000	100.000
39.000	218.000	2.000	1.000	100.000
40.000	218.000	2.000	1.000	100.000
41.000	218.000	2.000	1.000	100.000
42.000	218.000	2.000	1.000	100.000
43.000	218.000	2.000	1.000	100.000
44.000	218.000	2.000	1.000	100.000
45.000	218.000	2.000	1.000	100.000
46.000	218.000	2.000	1.000	100.000
47.000	218.000	2.000	1.000	100.000
48.000	218.000	2.000	1.000	100.000
49.000	218.000	2.000	1.000	100.000
50.000	218.000	2.000	1.000	100.000
51.000	218.000	2.000	1.000	100.000
52.000	218.000	2.000	1.000	100.000
53.000	218.000	2.000	1.000	100.000
54.000	218.000	2.000	1.000	100.000
55.000	218.000	2.000	1.000	100.000
56.000	218.000	2.000	1.000	100.000
57.000	218.000	2.000	1.000	100.000
58.000	218.000	2.000	1.000	100.000
59.000	218.000	2.000	1.000	100.000
60.000	218.000	2.000	1.000	100.000
61.000	218.000	2.000	1.000	100.000
62.000	218.000	2.000	1.000	100.000
63.000	218.000	2.000	1.000	100.000
64.000	218.000	2.000	1.000	100.000
65.000	218.000	2.000	1.000	100.000
66.000	218.000	2.000	1.000	100.000
67.000	218.000	2.000	1.000	100.000
68.000	218.000	2.000	1.000	100.000
69.000	218.000	2.000	1.000	100.000
70.000	218.000	2.000	1.000	100.000
71.000	218.000	2.000	1.000	100.000
72.000	218.000	2.000	1.000	100.000
73.000	218.000	2.000	1.000	100.000
74.000	218.000	2.000	1.000	100.000
75.000	218.000	2.000	1.000	100.000
76.000	218.000	2.000	1.000	100.000
77.000	218.000	2.000	1.000	100.000
78.000	218.000	2.000	1.000	100.000
79.000	218.000	2.000	1.000	100.000
