hello1

0.000	22.000	0.000	1.000	0.000
1.000	34.000	0.000	1.000	0.000
2.000	46.000	0.000	1.000	0.000
3.000	58.000	0.000	1.000	0.000
4.000	70.000	1.000	1.000	0.000
5.000	82.000	1.000	1.000	0.000
6.000	91.000	1.000	1.000	13.000
7.000	99.000	1.000	1.000	21.000
8.000	107.000	1.000	1.000	26.000
9.000	114.000	1.000	1.000	31.000
10.000	122.000	1.000	1.000	31.000
11.000	129.000	1.000	1.000	38.000
12.000	135.000	1.000	1.000	43.000
13.000	142.000	1.000	1.000	43.000
14.000	148.000	1.000	1.000	49.000
15.000	155.000	1.000	1.000	49.000
16.000	160.000	1.000	1.000	56.000
17.000	166.000	1.000	1.000	56.000
18.000	170.000	1.000	1.000	62.000
19.000	175.000	1.000	1.000	62.000
20.000	179.000	1.000	1.000	68.000
21.000	184.000	1.000	1.000	68.000
22.000	187.000	1.000	1.000	73.000
23.000	191.000	1.000	1.000	73.000
24.000	194.000	1.000	1.000	79.000
25.000	198.000	1.000	1.000	79.000
26.000	202.000	1.000	1.000	79.000
27.000	204.000	1.000	1.000	84.000
28.000	206.000	1.000	1.000	84.000
29.000	208.000	1.000	1.000	84.000
30.000	210.000	1.000	1.000	84.000
31.000	212.000	1.000	1.000	89.000
32.000	214.000	1.000	1.000	89.000
33.000	216.000	1.000	1.000	89.000
34.000	218.000	1.000	1.000	89.000
35.000	220.000	1.000	1.000	89.000
36.000	221.000	1.000	1.000	95.000
37.000	222.000	1.000	1.000	95.000
38.000	223.000	1.000	1.000	95.000
39.000	224.000	1.000	1.000	95.000
40.000	225.000	1.000	1.000	95.000
41.000	226.000	1.000	1.000	95.000
42.000	227.000	1.000	1.000	95.000
43.000	228.000	1.000	1.000	95.000
44.000	229.000	1.000	1.000	95.000
45.000	230.000	1.000	1.000	100.000
46.000	231.000	1.000	1.000	100.000
47.000	232.000	1.000	1.000	100.000
48.000	233.000	1.000	1.000	100.000
49.000	234.000	1.000	1.000	100.000
50.000	235.000	1.000	1.000	100.000
51.000	236.000	1.000	1.000	100.000
52.000	237.000	1.000	1.000	100.000
53.000	238.000	1.000	1.000	100.000
54.000	239.000	1.000	1.000	100.000
55.000	239.000	1.000	1.000	105.000
56.000	239.000	1.000	1.000	105.000
57.000	239.000	1.000	1.000	105.000
58.000	239.000	1.000	1.000	105.000
59.000	239.000	1.000	1.000	105.000
60.000	239.000	1.000	1.000	105.000
61.000	239.000	1.000	1.000	105.000
62.000	239.000	1.000	1.000	105.000
63.000	239.000	1.000	1.000	105.000
64.000	239.000	1.000	1.000	105.000
65.000	239.000	1.000	1.000	105.000
66.000	239.000	1.000	1.000	105.000
67.000	239.000	1.000	1.000	105.000
68.000	239.000	1.000	1.000	105.000
69.000	239.000	1.000	1.000	105.000
70.000	239.000	1.000	1.000	105.000
71.000	239.000	1.000	1.000	105.000
72.000	239.000	1.000	1.000	105.000
73.000	239.000	1.000	1.000	105.000
74.000	239.000	1.000	1.000	105.000
75.000	239.000	1.000	1.000	105.000
76.000	239.000	1.000	1.000	105.000
77.000	239.000	1.000	1.000	105.000
78.000	239.000	1.000	1.000	105.000
79.000	239.000	1.000	1.000	105.000
80.000	239.000	1.000	1.000	105.000
81.000	239.000	1.000	1.000	105.000
82.000	239.000	1.000	1.000	105.000
83.000	239.000	1.000	1.000	105.000
84.000	239.000	1.000	1.000	105.000
85.000	239.000	1.000	1.000	105.000
86.000	239.000	1.000	1.000	105.000
87.000	239.000	1.000	1.000	105.000
88.000	239.000	1.000	1.000	105.000
89.000	239.000	1.000	1.000	105.000
90.000	239.000	1.000	1.000	105.000
91.000	239.000	1.000	1.000	105.000
92.000	239.000	1.000	1.000	105.000
93.000	239.000	1.000	1.000	105.000
94.000	239.000	1.000	1.000	105.000
95.000	239.000	1.000	1.000	105.000
96.000	239.000	1.000	1.000	105.000
97.000	239.000	1.000	1.000	105.000
98.000	239.000	1.000	1.000	105.000
99.000	239.000	1.000	1.000	105.000
100.000	239.000	1.000	1.000	105.000
101.000	239.000	1.000	1.000	105.000
102.000	239.000	1.000	1.000	105.000
103.000	239.000	1.000	1.000	105.000
104.000	239.000	1.000	1.000	105.000
105.000	239.000	1.000	1.000	105.000
106.000	239.000	1.000	1.000	105.000
107.000	239.000	1.000	1.000	105.000
108.000	239.000	1.000	1.000	105.000
109.000	239.000	1.000	1.000	105.000
110.000	239.000	1.000	1.000	105.000
111.000	239.000	1.000	1.000	105.000
112.000	239.000	1.000	1.000	105.000
113.000	239.000	1.000	1.000	105.000
114.000	239.000	1.000	1.000	105.000
115.000	239.000	1.000	1.000	105.000
